entity_name,entity_type,entity_description
秦楼,地点,秦楼，指秦朝的楼阁。
沧海,地点,沧海，指广阔的海洋。
碧天,地点,碧天，指清澈的天空。
别馆,地点,别馆，指他乡的客舍。
山村野店,地点,山村野店，指山村的旅馆。
故园,地点,故园，指故乡。
佛门,地点,佛门，指佛教的寺庙。
宝山,地点,宝山，指富有宝物的山。
方丈、佛殿、钟鼓楼、两廊,地点,方丈、佛殿、钟鼓楼、两廊，指寺庙中的各个部分。
山寺,地点,山寺，指位于山上的寺庙。
故田,地点,故田，指故乡的田地。
长江,地点,长江，中国第一长河。
江船,地点,江船，指在江上行驶的船。
庭中,地点,庭中，指庭院中。
窗轩,地点,窗轩，指窗户和阳台。
院宇,地点,院宇，指庭院和房屋。
山寺,地点,山寺，指位于山上的寺庙。
故园,地点,故园，指故乡。
西天,地点,西天，指佛教所说的西方极乐世界。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
孙大圣,人物,孙悟空，花果山水帘洞美猴王，齐天大圣，唐僧的大徒弟，具有神通广大，变化无穷的能力。
长老,人物,指唐僧，唐僧是唐太宗李世民派往西天取经的和尚，具有佛学修养和智慧。
八戒,人物,猪八戒，孙悟空的二徒弟，原是天蓬元帅，因犯错被贬下凡，成为唐僧的徒弟。
沙僧,人物,沙悟净，孙悟空的三徒弟，原是天宫卷帘大将，因犯错被贬下凡，成为唐僧的徒弟。
三藏,人物,唐僧，唐太宗李世民派往西天取经的和尚，具有佛学修养和智慧。
乌鸡国,地点,乌鸡国是孙悟空在取经途中遇到的一个国家，位于西天取经路上。
南天门,地点,南天门是天宫的南门，是孙悟空前往天宫的地方。
灵霄殿,地点,灵霄殿是天宫的正殿，孙悟空曾在那里大闹天宫。
兜率宫,地点,兜率宫是太上老君的居所，位于三十三天之上。
宝林寺,地点,宝林寺是孙悟空在乌鸡国救出国王后休息的地方。
东观,地点,东观是孙悟空回到唐僧师徒所在的地方。
乌斯国界高家庄,地点,乌斯国界高家庄是孙悟空在取经途中收猪八戒的地方。
流沙河界,地点,流沙河界是孙悟空在取经途中收沙悟净的地方。
敕建宝林寺,地点,敕建宝林寺是孙悟空在乌鸡国救出国王后休息的地方。
金銮殿,地点,金銮殿是乌鸡国王的宫殿，也是孙悟空与魔王相遇的地方。
白玉阶,地点,白玉阶是金銮殿前的台阶，孙悟空在这里与魔王发生冲突。
东北上,地点,东北上是孙悟空追捕魔王的方向。
五台山,地点,五台山是文殊菩萨的道场，也是魔王被菩萨收服的地方。
唐太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
孙大圣,人物,孙大圣，又称孙悟空，是中国古典名著《西游记》中的主要人物之一，是一只猴子，拥有七十二变和筋斗云等神通。
八戒,人物,八戒，又称猪八戒，是中国古典名著《西游记》中的主要人物之一，是唐僧的第二个徒弟，以吃和懒为特点。
沙僧,人物,沙僧，又称沙悟净，是中国古典名著《西游记》中的主要人物之一，是唐僧的第三个徒弟，以忠厚老实著称。
唐僧,人物,唐僧，又称唐三藏，是中国古典名著《西游记》中的主要人物之一，是取经的主角，因虔诚修行而获得神通。
红孩儿,人物,红孩儿，又称圣婴大王，是中国古典名著《西游记》中的妖怪之一，拥有三昧真火。
牛魔王,人物,牛魔王，又称平天大圣，是中国古典名著《西游记》中的妖怪之一，红孩儿的父亲。
龙宫,地点,龙宫，是中国古典名著《西游记》中的地点之一，位于东海海底，是龙王居住的地方。
号山枯松涧火云洞,地点,号山枯松涧火云洞，是中国古典名著《西游记》中的地点之一，是红孩儿居住的地方。
东洋大海,地点,东洋大海，是中国古典名著《西游记》中的地点之一，孙悟空向龙王求水的地点。
水晶宫,地点,水晶宫，是中国古典名著《西游记》中的地点之一，是龙王的宫殿。
南海,地点,南海，是中国古典名著《西游记》中的地点之一，是观音菩萨的道场。
北海,地点,北海，是中国古典名著《西游记》中的地点之一，是北海龙王的领地。
西海,地点,西海，是中国古典名著《西游记》中的地点之一，是西海龙王的领地。
三叉路口,地点,三叉路口，是中国古典名著《西游记》中的地点之一，是孙悟空与红孩儿交战的地点。
九曲溪,地点,九曲溪，是中国古典名著《西游记》中的地点之一，是孙悟空与红孩儿交战的地点。
岩前,地点,岩前，是中国古典名著《西游记》中的地点之一，是孙悟空救沙僧的地方。
唐三藏,人物,唐三藏，唐朝僧人，唐僧取经的主要人物。
孙悟空,人物,孙悟空，唐僧的大徒弟，齐天大圣，神通广大。
猪八戒,人物,猪八戒，唐僧的二徒弟，天蓬元帅转世。
沙僧,人物,沙僧，唐僧的三徒弟，卷帘大将转世。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
龙子,人物,龙子，唐三藏的徒弟，帮助唐僧降妖。
黑水河神,人物,黑水河神，帮助唐僧师徒过黑水河的神。
车迟国,地点,车迟国，故事中提到的国家。
三清观,地点,三清观，故事中提到的道观。
智渊寺,地点,智渊寺，故事中提到的寺庙。
五谷轮回之所,地点,五谷轮回之所，故事中提到的厕所。
孙大圣,人物,孙悟空，又称孙行者，是中国古典名著《西游记》中的主要角色之一，具有极高的武艺和变化能力。
沙和尚,人物,沙悟净，是《西游记》中的角色，是唐僧的徒弟之一，拥有金箍棒，武艺高强。
猪八戒,人物,猪悟能，是《西游记》中的角色，是唐僧的徒弟之一，以吃和懒著称。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
三清,地点,三清是指道教中的三位最高神祇，分别是元始天尊、灵宝天尊和道德天尊。
车迟国,地点,车迟国是《西游记》中的一个虚构国家，是唐僧师徒西天取经途中经过的国家之一。
智渊寺,地点,智渊寺是《西游记》中的一个寺庙，是唐僧师徒在车迟国停留的地方。
五凤楼,地点,五凤楼是车迟国皇宫中的建筑，是唐僧师徒与国王会面的地方。
南赡部洲,地点,南赡部洲是《西游记》中的一个虚构的大陆，位于南海之南，是唐僧师徒的出发地。
东土大唐,地点,东土大唐是《西游记》中的一个虚构的国家，是唐僧师徒的故乡。
九天应元雷声普化天尊府,地点,九天应元雷声普化天尊府是《西游记》中的一个虚构的地点，是雷神居住的地方。
四海龙王府,地点,四海龙王府是《西游记》中的一个虚构的地点，是四海龙王的居所。
天关,地点,天关是《西游记》中的一个虚构的地点，是通往天界的关口。
斗府,地点,斗府是《西游记》中的一个虚构的地点，是斗牛宫的别称。
铁叉山,地点,铁叉山是《西游记》中的一个虚构的地点，是孙悟空被压的地方。
东洋海,地点,东洋海是《西游记》中的一个虚构的海洋，是东海的别称。
长江,地点,长江是中国的一条著名河流，也是《西游记》中的一个重要地点。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
孙行者,人物,孙悟空，唐僧的大徒弟，拥有七十二变、筋斗云等神通。
唐僧,人物,唐僧，唐朝僧人，取经的领袖。
八戒,人物,猪八戒，唐僧的二徒弟，原为天蓬元帅，因犯错被贬下凡。
沙僧,人物,沙僧，唐僧的三徒弟，原为卷帘大将，因犯错被贬下凡。
国王,人物,某国的君主，因孙悟空的神奇法力而感到困惑。
道士,人物,三位道士，与孙悟空赌博法力的对手。
鹿力大仙,人物,一位道士，擅长隔板知物之法。
虎力大仙,人物,一位道士，与孙悟空赌博坐禅。
羊力大仙,人物,一位道士，与孙悟空赌博滚油锅洗澡。
三藏,人物,唐僧的别称，表示对唐僧的尊敬。
行者,人物,孙悟空的别称，表示对他的亲昵。
国师,人物,对道士的尊称。
童儿,人物,被藏入柜中的小道士。
国王,地点,故事中提到的某国。
金銮殿,地点,国王的宝座所在之地。
文华殿,地点,国王的宫殿之一。
御花园,地点,国王的私人花园。
杀场,地点,行刑的地方。
油锅,地点,用于煮食和惩罚的地方。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
国王,人物,本国的君主，对国家和人民有统治权。
行者,人物,唐僧的大徒弟，法号孙悟空，擅长七十二变和筋斗云。
道士,人物,修炼道术的人，具有超自然的力量。
和尚,人物,出家人，修行佛法。
僧人,人物,出家人，修行佛法。
国王,人物,本国的君主，对国家和人民有统治权。
关文,地点,一种官方文书，用于传达命令或通知。
智渊寺,地点,一个寺庙的名称。
长安,地点,唐朝的都城，现在的西安。
通天河,地点,一条河流的名称。
车迟国,地点,一个国家的名称。
陈家庄,地点,一个村庄的名称。
灵感大王庙,地点,一个庙宇的名称。
西天,地点,佛教传说中的西方极乐世界。
天井,地点,房屋中的露天空间。
佛象,地点,佛像。
人烟,地点,人类居住的区域。
唐僧,人物,东土大唐的僧人，法号玄奘，前往西天取经。
八戒,人物,唐僧的二徒弟，法号猪八戒，原是天蓬元帅。
沙僧,人物,唐僧的三徒弟，法号沙悟净，原是卷帘大将。
陈清,人物,陈家庄的村民，有一子一女。
陈澄,人物,陈清的兄弟，有一子一女。
一秤金,人物,陈澄的女儿，年仅八岁。
关保,人物,陈清的儿子，年仅七岁。
长安城,地点,唐朝的都城，现在的西安。
通天河边,地点,通天河的岸边。
天井堂上,地点,天井中的堂上。
灵派吞华岳,地点,灵派（通天河）吞没华岳（山）。
百川,地点,众多河流的总称。
岸口,地点,河岸的入口处。
沙头,地点,沙滩的头部。
柳外,地点,柳树的外面。
道场,地点,修行佛法的场所。
屏门后,地点,屏风后面的门。
厅堂,地点,大厅。
天井里,地点,天井中。
前门,地点,房屋的前门。
庄众人,地点,整个村庄的居民。
前门,地点,房屋的前门。
陈家庄,地点,陈家庄是故事中的一个地点，是陈澄、陈清的家所在地。
灵感庙,地点,灵感庙是故事中的一个地点，陈家庄的信众在这里祭祀。
通天河,地点,通天河是故事中的一个地点，唐僧师徒在此遭遇困难。
西梁女国,地点,西梁女国是故事中的一个国家，位于通河对岸。
陈澄,人物,陈澄是故事中的一个人物，陈家庄的庄头。
陈清,人物,陈清是故事中的一个人物，陈家庄的庄头。
唐僧,人物,唐僧是故事中的一个人物，东土大唐圣僧，前往西天取经。
孙悟空,人物,孙悟空是故事中的一个人物，唐僧的大徒弟，具有极高的武艺和智慧。
猪八戒,人物,猪八戒是故事中的一个人物，唐僧的二徒弟，憨厚而勇猛。
沙僧,人物,沙僧是故事中的一个人物，唐僧的三徒弟，忠诚老实。
白马,人物,白马是故事中的一个人物，唐僧的坐骑，聪明而忠诚。
灵感大王,人物,灵感大王是故事中的一个妖怪，住在通天河中，每年要童男女祭祀。
鳜婆,人物,鳜婆是故事中的一个人物，水族中的斑衣鳜婆，帮助灵感大王捉唐僧。
陈老,人物,陈老是故事中的一个人物，陈家庄的老者，热情好客。
孙大圣,人物,孙悟空，又称孙行者，是中国古典名著《西游记》中的主要角色之一，是唐僧的大徒弟，拥有七十二变和筋斗云的能力。
八戒,人物,猪八戒，又称猪悟能，是中国古典名著《西游记》中的主要角色之一，是唐僧的二徒弟，以力量大和贪吃著称。
沙僧,人物,沙悟净，又称沙和尚，是中国古典名著《西游记》中的主要角色之一，是唐僧的三徒弟，以忠诚和勇猛著称。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
陈老来,人物,陈老来，是《西游记》中的人物，是唐僧的徒弟猪八戒的师傅。
观音,人物,观音菩萨，佛教中的慈悲女神，常被奉为救苦救难之神。
妖精,人物,妖精，是《西游记》中的反派角色，是吃唐僧肉的妖怪。
大王,人物,大王，是《西游记》中的反派角色，是妖精的领导。
小妖,人物,小妖，是《西游记》中的反派角色，是妖精的手下。
陈清,人物,陈清，是《西游记》中的人物，是陈老来的儿子，是唐僧的徒弟猪八戒的师傅的儿子。
老鼋,人物,老鼋，是《西游记》中的人物，是通天河的守护神，最终帮助唐僧师徒渡过通天河。
菩萨,人物,菩萨，是佛教中的修行者，具有极高的修行境界。
善财童子,人物,善财童子，是佛教中的菩萨弟子，以广学博识著称。
木叉行者,人物,木叉行者，是佛教中的菩萨弟子，以勇猛著称。
诸天,人物,诸天，是佛教中的天神，分为欲界天、色界天、无色界天等。
善财童子,人物,善财童子，是佛教中的菩萨弟子，以广学博识著称。
龙女,人物,龙女，是佛教中的龙族公主，以美貌和智慧著称。
红孩儿,人物,红孩儿，是佛教中的火神，以勇猛著称。
唐僧,人物,唐僧，又称唐三藏，是中国古典名著《西游记》中的主要角色之一，是取经人，带领徒弟们西天取经。
妖怪,人物,妖怪，是《西游记》中的反派角色，是指那些被佛教视为魔障的生物。
老龙王,人物,老龙王，是《西游记》中的人物，是东海龙宫的龙王，以智慧和力量著称。
大圣,人物,大圣，是孙悟空的别称，也是《西游记》中的主要角色之一。
陈家庄,地点,陈家庄，是《西游记》中的人物陈清的家乡。
通天河,地点,通天河，是《西游记》中的人物老鼋居住的地方，也是唐僧师徒取经路上遇到困难的地方。
水鼋之第,地点,水鼋之第，是老鼋的住所，位于通天河中。
莲花池,地点,莲花池，是观音菩萨居住的地方，也是金鱼修炼的地方。
普陀岩,地点,普陀岩，是观音菩萨的道场，位于南海。
落伽山,地点,落伽山，是观音菩萨的道场，位于南海。
翠岩,地点,翠岩，是观音菩萨居住的地方，位于落伽山。
竹林,地点,竹林，是观音菩萨在落伽山观花的地方。
河岸,地点,河岸，是《西游记》中人物活动的地点，也是故事发生的重要场所。
海边,地点,海边，是《西游记》中人物活动的地点，也是故事发生的重要场所。
水底,地点,水底，是《西游记》中人物活动的地点，也是故事发生的重要场所。
天宫,地点,天宫，是佛教神话中的神界，也是佛教中的最高境界。
唐僧,人物,唐僧，唐朝僧人，东土大唐钦差往西天拜佛求经者。
孙悟空,人物,孙悟空，又称齐天大圣，唐朝圣僧唐僧的大徒弟，有神通广大。
八戒,人物,八戒，唐僧的二徒弟，又称猪八戒，是位天蓬元帅转世。
沙僧,人物,沙僧，唐僧的三徒弟，又称沙悟净，曾是卷帘大将。
唐太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
金皘山,地点,金皘山，位于取经路上，是孙悟空与妖魔交战的地方。
金皘洞,地点,金皘洞，位于金皘山，是妖魔居住的地方。
古树参天,地点,古树参天，位于行者化斋的村庄。
楼台高耸,地点,楼台高耸，位于行者化斋的村庄，后成为妖魔的藏身之处。
山凹,地点,山凹，位于取经路上，是行者遇到老翁的地方。
金皘山山神土地,地点,金皘山山神土地，位于金皘山，是山神和土地的化身。
洞中,地点,洞中，位于金皘洞，是妖魔居住的地方。
山前,地点,山前，位于金皘山，是妖魔与孙悟空交战的地方。
洞外,地点,洞外，位于金皘洞，是妖魔与孙悟空交战的地方。
山坡平处,地点,山坡平处，位于行者化斋的村庄，是唐僧等待的地方。
旧路,地点,旧路，位于取经路上，是孙悟空返回的地方。
北坡外,地点,北坡外，位于取经路上，是行者遇到老翁的地方。
本宫,地点,本宫，位于妖魔的居住地，是妖魔的原居地。
齐天大圣,人物,齐天大圣，即孙悟空，是《西游记》中的主要人物之一，具有神通广大，善于变化的能力。
唐僧,人物,唐僧，即唐三藏，是《西游记》中的主要人物之一，奉唐太宗之命前往西天取经。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
金皘山,地点,金皘山，位于《西游记》故事中，是孙悟空与兕怪交战的地方。
南天门,地点,南天门，天宫的南大门，孙悟空前往南天门寻求玉帝帮助。
灵霄殿,地点,灵霄殿，天宫的正殿，玉帝的居所。
金山兜山,地点,金山兜山，位于《西游记》故事中，是孙悟空与兕怪交战的地方。
金山兜洞,地点,金山兜洞，位于金山兜山，是兕怪藏身的地方。
彤华宫,地点,彤华宫，位于天宫，孙悟空在此请求火德星君的帮助。
乌浩宫,地点,乌浩宫，位于天宫，孙悟空在此请求水德星君的帮助。
黄河,地点,黄河，位于中国北方，孙悟空在此请求水德星君帮助施布水势。
孙悟空,人物,孙悟空，又名齐天大圣，是中国古典名著《西游记》中的主要角色，具有七十二变的能力，手持金箍棒。
唐太宗李世民,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
李天王,人物,李天王，即李靖，是中国神话传说和民间故事中的神祇，是天庭的四大天王之一。
哪吒,人物,哪吒，是中国古代神话传说中的神祇，是李靖之子，拥有三头六臂。
火德星君,人物,火德星君，是中国神话传说中的神祇，掌管火部。
雷公,人物,雷公，是中国神话传说中的神祇，掌管雷电。
水伯,人物,水伯，是中国神话传说中的神祇，掌管水部。
金皘洞,地点,金皘洞，位于金皘山，是孙悟空与兕大王战斗的地方。
金皘山,地点,金皘山，是孙悟空与兕大王战斗的地点。
灵山,地点,灵山，是佛教圣地，孙悟空曾前往求助于如来。
离恨天兜率宫,地点,离恨天兜率宫，是太上老君的居所。
天庭,地点,天庭，是中国神话传说中的神界，位于天上。
南天门,地点,南天门，是天庭的南门。
仙宫,地点,仙宫，指神仙居住的地方。
丹房,地点,丹房，是炼丹的地方。
牛栏,地点,牛栏，是养牛的地方。
三十三天之外离恨天兜率宫前,地点,三十三天之外离恨天兜率宫前，是孙悟空寻找太上老君的地方。
灵屑殿,地点,灵屑殿，是天庭中的一座宫殿。
斗牛宫,地点,斗牛宫，是天庭中的一座宫殿。
兜率院,地点,兜率院，是太上老君的居所。
金皘洞里,地点,金皘洞里，是孙悟空与妖魔战斗的地方。
灵山界,地点,灵山界，指灵山附近的地方。
金皘山界,地点,金皘山界，指金皘山附近的地方。
天界,地点,天界，指天上的世界。
西方,地点,西方，指佛教传说中的西天极乐世界。
东土,地点,东土，指中国。
金皘洞洞口,地点,金皘洞洞口，是孙悟空进入金皘洞的地方。
金皘洞外,地点,金皘洞外，是孙悟空与妖魔战斗的地方。
金皘洞深处,地点,金皘洞深处，是孙悟空与妖魔战斗的地方。
灵山脚下,地点,灵山脚下，是孙悟空到达灵山的地方。
三界之外,地点,三界之外，指超出天界、人间和地狱的地方。
唐三藏,人物,唐三藏，唐朝高僧，唐王御弟，号玄奘，奉唐王之命西天取经。
孙悟空,人物,孙悟空，唐僧的大徒弟，齐天大圣，拥有七十二变和筋斗云的能力。
猪悟能,人物,猪悟能，唐僧的二徒弟，法号八戒，原是天蓬元帅，因犯错被贬下凡。
沙悟净,人物,沙悟净，唐僧的三徒弟，法号沙僧，原是卷帘大将，因犯错被贬下凡。
唐太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
西梁女国,地点,西梁女国，一个位于西边的女性国家，国王希望唐三藏成为她的丈夫。
迎阳驿,地点,迎阳驿，位于西梁女国的一个驿站，唐僧师徒在此地遇到当驾太师和驿丞。
五凤楼,地点,五凤楼，位于西梁女国城中，女王在此处接待唐僧师徒。
金銮宝殿,地点,金銮宝殿，位于西梁女国皇宫，女王在此处与唐三藏举行婚礼。
孙大圣,人物,孙悟空，中国古典名著《西游记》中的主要角色之一，唐僧的大徒弟，拥有七十二变的能力。
猪八戒,人物,猪八戒，中国古典名著《西游记》中的主要角色之一，唐僧的二徒弟，原是天蓬元帅，因犯错被贬下凡。
沙僧,人物,沙僧，中国古典名著《西游记》中的主要角色之一，唐僧的三徒弟，原是卷帘大将。
唐僧,人物,唐僧，中国古典名著《西游记》中的主要角色，唐三藏，唐朝僧人，奉唐王之命前往西天取经。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
女王,人物,西梁国的女王，唐僧在女国中的相遇者。
女怪,人物,琵琶洞中的女怪，一个妖精，试图阻止唐僧师徒取经。
昴日星官,人物,昴日星官，中国神话中的天官，被孙悟空请来帮助降伏妖精。
如来,人物,如来，佛教中的最高神，曾在雷音寺中谈经。
大力鬼王,人物,大力鬼王，玉帝手下的大将，曾参与捉拿孙悟空。
二十八宿,人物,二十八宿，中国古代神话中的星宿，曾参与捉拿孙悟空。
老子,人物,老子，道教创始人，曾在八卦炉中锻炼孙悟空。
增长天王,人物,增长天王，佛教中的护法神，曾与孙悟空相遇。
陶张辛邓四大元帅,人物,陶张辛邓四大元帅，天宫中的四大元帅，曾与孙悟空相遇。
辛天君,人物,辛天君，天宫中的天君，曾与孙悟空相遇。
陶天君,人物,陶天君，天宫中的天君，曾与孙悟空相遇。
老妈妈儿,人物,老妈妈儿，观音菩萨的化身，出现帮助唐僧师徒。
观音菩萨,人物,观音菩萨，佛教中的菩萨，具有大慈大悲的形象。
玉帝,人物,玉帝，天宫中的最高统治者。
天蓬元帅,人物,天蓬元帅，天宫中的元帅，猪八戒的原职。
卷帘大将,人物,卷帘大将，天宫中的大将，沙僧的原职。
金丹,物品,金丹，道教中修炼成仙的丹药。
蟠桃仙酒,物品,蟠桃仙酒，天宫中的美酒，孙悟空曾偷喝。
三股钢叉,物品,三股钢叉，女怪使用的兵器。
倒马毒桩,物品,倒马毒桩，女怪使用的兵器。
毒敌山琵琶洞,地点,毒敌山琵琶洞，女怪居住的地方。
西梁国,地点,西梁国，唐僧在取经路上经过的国家。
雷音寺,地点,雷音寺，如来讲经的地方。
斗牛宫,地点,斗牛宫，天宫中的宫殿。
光明宫,地点,光明宫，昴日星官的居所。
观星台,地点,观星台，昴日星官巡天的地方。
南山,地点,南山，老妈妈儿挑菜来的地方。
子母河,地点,子母河，唐僧在取经路上遇到的一条河。
毒敌山,地点,毒敌山，昴日星官与妖精交战的地方。
东天门,地点,东天门，孙悟空去请昴日星官的地方。
西天,地点,西天，唐僧取经的目的地。
唐三藏,人物,唐三藏，唐朝僧人，奉唐太宗之命西行取经。
孙悟空,人物,孙悟空，又称孙行者，唐僧的大徒弟，拥有七十二变和筋斗云的神通。
猪八戒,人物,猪八戒，唐僧的二徒弟，曾是天蓬元帅，因犯错被贬下凡。
沙悟净,人物,沙悟净，唐僧的三徒弟，原是天宫卷帘大将，因犯错被贬下凡。
唐太宗李世民,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
老杨,人物,老杨，一位善良的老人，住在庄子中，收留了唐僧师徒。
老杨的儿子,人物,老杨的儿子，一个不肖之子，与贼人为伍，后被打死。
贼人,人物,贼人，拦路抢劫的强盗，被孙悟空打死。
白马,人物,白马，唐僧的坐骑，被贼人要求留下。
长安,地点,长安，唐朝的都城，唐三藏出发地。
西方极乐城,地点,西方极乐城，佛教传说中的极乐世界，唐三藏的目标地。
琵琶洞,地点,琵琶洞，位于旅途中，是唐僧师徒救出蝎子精的地方。
高山,地点,高山，唐僧师徒在取经途中遇到的一座山。
平阳之地,地点,平阳之地，位于高山下的一片平坦地带。
山北下庄院,地点,山北下庄院，老杨的家，唐僧师徒在此借宿。
行者,人物,孙悟空，唐僧的大徒弟，具有极高的法力和变化能力。
沙僧,人物,沙悟净，唐僧的二徒弟，拥有降妖宝杖。
菩萨,人物,观音菩萨，佛教中的菩萨，具有极高的智慧和法力。
孙悟空,人物,孙悟空，又称齐天大圣，具有极高的法力和变化能力，是唐僧的大徒弟。
唐僧,人物,唐僧，唐三藏，唐朝高僧，前往西天取经的师傅。
沙悟净,人物,沙悟净，又称沙僧，唐僧的二徒弟，拥有降妖宝杖。
观音菩萨,人物,观音菩萨，佛教中的菩萨，具有极高的智慧和法力。
八戒,人物,猪八戒，唐僧的三徒弟，性格憨厚，喜欢吃东西。
玉帝,人物,玉皇大帝，天庭的最高统治者。
地藏王菩萨,人物,地藏王菩萨，佛教中的菩萨，具有极高的智慧和法力。
如来佛祖,人物,如来佛祖，佛教的最高领袖，位于西天灵鹫山雷音寺。
木叉行者,人物,木叉行者，观音菩萨的弟子，具有法力。
善财童子,人物,善财童子，观音菩萨的弟子，具有法力。
龙女,人物,龙女，观音菩萨的弟子，具有法力。
广目天王,人物,广目天王，佛教护法神，具有法力。
马元帅,人物,马元帅，天庭的元帅，具有法力。
赵温关四大天将,人物,赵温关四大天将，天庭的四大天将，具有法力。
唐僧的徒弟,人物,唐僧的徒弟，包括孙悟空、沙僧和猪八戒，一起保护唐僧西天取经。
妖精,人物,妖精，孙悟空的对手，假扮成孙悟空的样子。
阴君,人物,阴君，阴间的官员，负责管理生死簿。
管簿判官,人物,管簿判官，阴间的官员，负责查勘生死簿。
谛听,人物,谛听，地藏王菩萨的坐骑，具有听音辨善恶的能力。
四菩萨,人物,四菩萨，指文殊师利菩萨、普贤菩萨、观音菩萨和地藏王菩萨。
八大金刚,人物,八大金刚，佛教护法神，具有法力。
五百阿罗,人物,五百阿罗，佛教中的神祇，具有法力。
三千揭谛,人物,三千揭谛，佛教中的神祇，具有法力。
比丘僧,人物,比丘僧，佛教中的僧侣。
比丘尼,人物,比丘尼，佛教中的尼姑。
优婆塞,人物,优婆塞，佛教在家信徒。
优婆夷,人物,优婆夷，佛教在家信徒。
假唐僧,人物,假唐僧，妖精假扮的唐僧。
假八戒,人物,假八戒，妖精假扮的猪八戒。
假沙僧,人物,假沙僧，妖精假扮的沙僧。
假行者六耳猕猴,人物,假行者六耳猕猴，妖精，具有六耳猕猴的能力。
松箍儿咒,人物,松箍儿咒，解除孙悟空头上金箍的咒语。
唐三藏,人物,唐三藏，东土大唐钦差上西方求经者。
孙行者,人物,孙悟空，唐僧的大徒弟，拥有七十二变和筋斗云。
八戒,人物,猪八戒，唐僧的二徒弟，原是天蓬元帅。
沙僧,人物,沙僧，唐僧的三徒弟，原是卷帘大将。
太宗,人物,唐太宗李世民，唐朝第二位皇帝，政治家、军事家、诗人。
魏征,人物,魏征（580年－643年），字玄成，唐朝政治家、军事家、文学家。
牛魔王,人物,牛魔王，铁扇公主的丈夫，红孩儿的父亲。
红孩儿,人物,红孩儿，牛魔王的儿子，后被观音菩萨收为童子。
观音菩萨,人物,观音菩萨，佛教中的菩萨之一，具有极高的法力。
灵吉菩萨,人物,灵吉菩萨，佛教中的菩萨之一，曾帮助孙悟空降服黄风怪。
土地,人物,火焰山土地，火焰山的守护神。
铁扇公主,人物,铁扇公主，牛魔王的妻子，红孩儿的母亲，又称罗刹女。
斯哈哩国,地点,斯哈哩国，位于西方路上，日落之处，俗呼为天尽头。
火焰山,地点,火焰山，位于西方路上，离斯哈哩国有六十里，四季皆热。
翠云山,地点,翠云山，位于火焰山附近，铁扇公主的住处。
芭蕉洞,地点,芭蕉洞，位于翠云山中，铁扇公主的居所。
小须弥山,地点,小须弥山，孙悟空被铁扇公主扇到的地方。
牛魔王,人物,牛魔王，大力王，罗刹女的丈夫，积雷山摩云洞的魔王。
孙行者,人物,孙行者，又称孙悟空，翠云山芭蕉洞铁扇公主央来请牛魔王的人。
土地,人物,土地，火焰山土地，曾是兜率宫守炉的道人。
猪八戒,人物,猪八戒，又称朱悟能，孙悟空的师兄弟，唐僧的徒弟之一。
老君,人物,老君，即太上老君，道家神话人物，曾将孙悟空压在八卦炉内。
玉面公主,人物,玉面公主，积雷山摩云洞的狐王之女，牛魔王的妻子。
积雷山,地点,积雷山，位于正南方，距离此处有三千余里。
摩云洞,地点,摩云洞，位于积雷山，是牛魔王居住的地方。
火焰山,地点,火焰山，因孙悟空大闹天宫时余火而成，位于唐僧西天取经路上。
翠云山,地点,翠云山，位于芭蕉洞附近，是孙悟空的故乡。
